Make,Model,Trim,Year,Mileage(km),kW,Fuel type,Body type,Color,Transmission,Emission standard,Country,City,Price(EUR)
Kia,Xceed,1.6,2020,60000,105.0,Hybrid,Crossover,Black,Automatic,6,Denmark,Vodskov,26779.0
Dacia,Sandero,1.0 tce,2022,18565,67.0,Petrol,Hatchback,Red,Automatic,6,Denmark,Broby,22771.0
Ford,Grand C-Max,1.0,2013,118000,135.0,Petrol,Mpv,White,Manual,5,Denmark,Vodskov,13255.0
Bmw,X1,sdrive20d,2016,121000,167.0,Diesel,Suv,Red,Automatic,6,Denmark,Vodskov,28133.0
Mercedes Benz,Cls-Class,320 cdi,2006,324000,167.0,Diesel,Sedan,,Automatic,4,Denmark,Bramming,11097.0
Hyundai,I20,1.0,2016,77000,74.0,Petrol,Hatchback,White,Manual,6,Denmark,Hedehusene,13362.0
Ford,Kuga,1.5 ecoboost,2018,100000,89.0,Diesel,Suv,White,Automatic,6,Denmark,Varde,25452.0
Toyota,Aygo,1.0,2016,82500,51.0,Petrol,Mini,White,Manual,6,Denmark,Ringsted,10709.0
Volkswagen,Touran,1.6 tdi,2017,177000,85.0,Diesel,Mpv,Black,Automatic,6,Denmark,Fredericia,25465.0
Opel,Vivaro,2.0,2021,32000,90.0,Diesel,Van,White,Automatic,6,Denmark,Aalborg,28133.0
Renault,Grand Scenic,1.5 dci,2018,105000,82.0,Diesel,Mpv,Blue,Manual,6,Denmark,Frederiksberg,23978.0
Volkswagen,Tiguan,2.0 tsi,2017,112000,111.0,Diesel,Crossover,White,Automatic,6,Denmark,Vodskov,37515.0
Volkswagen,Up!,1.0,2020,132000,44.0,Petrol,Mini,White,Manual,6,Denmark,Tørring,14730.0
Citroen,C5 Aircross,1.6 puretech,2022,65000,167.0,Petrol,Suv,White,Automatic,6,Denmark,Fredericia,36188.0
Peugeot,Expert,2.0,2020,61000,90.0,Diesel,Van,Gray,Automatic,6,Denmark,Aalborg,24112.0
Citroen,C3,1.6 vtr,2019,99129,74.0,Diesel,Hatchback,White,Manual,6,Denmark,Roskilde,14059.0
Citroen,C4 Picasso,1.2 puretech,2018,132000,89.0,Diesel,Mpv,Black,Manual,6,Denmark,Randers,22771.0
Kia,Venga,1.4,2014,285000,85.0,Diesel,Mini,Silver,Manual,6,Denmark,Vodskov,8028.0
Volkswagen,Polo,1.0 tsi,2018,145000,70.0,Diesel,Hatchback,Black,Manual,6,Denmark,Vodskov,17410.0
Citroen,C3,1.6,2018,87000,55.0,Diesel,Hatchback,Black,Manual,6,Denmark,Tjæreborg,12464.0
Volkswagen,Polo,2.0,2018,103000,149.0,Petrol,Hatchback,White,Automatic,6,Denmark,Gadstrup,33507.0
Hyundai,Kona,1.0 t-gdi,2019,45000,89.0,Petrol,Crossover,Silver,Manual,6,Denmark,Frederikssund,24109.0
Citroen,C5 Aircross,1.5 hdi,2019,141000,96.0,Diesel,Suv,Black,Automatic,6,Denmark,Vodskov,23442.0
Volkswagen,Cc,1.4 tsi,2014,139000,119.0,Petrol,Sedan,Black,Automatic,6,Denmark,Grindsted,18630.0
Bmw,X1,18d,2020,173000,197.0,Diesel,Suv,White,Automatic,6,Denmark,Vodskov,47567.0
Mercedes Benz,C-Class,220 bluetec,2015,236000,126.0,Diesel,Hatchback,,Automatic,6,Denmark,Taastrup,22115.0
Peugeot,Partner,1.5 bluehdi,2020,39000,96.0,Diesel,Pickup,Gray,Automatic,6,Denmark,Aalborg,21431.0
Mercedes Benz,C-Class,220 d,2015,199900,126.0,Diesel,Hatchback,,Automatic,6,Denmark,Hadsund,22758.0
Peugeot,Boxer,2.0,2017,220000,82.0,Diesel,Van,White,Manual,6,Denmark,Rødovre,22383.0
Peugeot,407,1.8,2005,128000,86.0,Petrol,Sedan,Black,Manual,4,Denmark,Lystrup,4490.0
Citroen,C3,1.2 puretech,2020,22748,61.0,Petrol,Hatchback,White,Manual,6,Denmark,Herlev,15922.0
Audi,Q5,3.0 tdi quattro,2011,178000,178.0,Diesel,Suv,Black,Automatic,5,Denmark,Gadstrup,26806.0
Ford,C-Max,1.5,2015,80000,111.0,Diesel,Mpv,White,Automatic,6,Denmark,Gadstrup,26136.0
Kia,Rio,1.1,2016,235000,55.0,Diesel,Wagon,Black,Manual,6,Denmark,Hemmet,8028.0
Hyundai,Kona,1.0 t-gdi,2022,36000,89.0,Petrol,Crossover,White,Automatic,6,Denmark,Fredericia,34847.0
Peugeot,Expert,2.0,2018,70000,134.0,Diesel,Van,Gray,Automatic,6,Denmark,Aalborg,24112.0
Hyundai,Tucson,1.6 crdi,2020,103000,101.0,Diesel,Suv,White,Automatic,6,Denmark,Tørring,33494.0
Seat,Toledo,1.4 tsi,2015,98000,90.0,Petrol,Sedan,Gray,Automatic,6,Denmark,Hedehusene,16727.0
Audi,Q5,2.0 40 tdi,2017,196000,141.0,Diesel,Suv,White,Automatic,6,Denmark,Varde,44216.0
Fiat,500,1.2,2016,184000,51.0,Petrol,Mini,Red,Manual,6,Denmark,Holsted,8698.0
Renault,Captur,1.5 dci,2017,24000,67.0,Diesel,Suv,Blue,Manual,6,Denmark,Aalborg,17410.0
Peugeot,2008,1.2 puretech,2021,57000,96.0,Diesel,Crossover,Orange,Automatic,6,Denmark,Give,29473.0
Citroen,C4 Spacetourer,1.6 bluehdi,2018,157000,89.0,Diesel,Mpv,Gray,Automatic,6,Denmark,Vodskov,24098.0
Audi,Q2,1.6 tdi,2017,136000,86.0,Diesel,Crossover,Black,Automatic,6,Denmark,Lunderskov,25452.0
Hyundai,I20,1.0,2018,172000,74.0,Petrol,Hatchback,White,Manual,6,Denmark,Holsted,11379.0
Audi,A1,1.6 tdi,2015,107000,67.0,Diesel,Mini,Black,Manual,6,Denmark,Gadstrup,16070.0
Hyundai,I10,1.0,2020,45000,49.0,Petrol,Mini,Blue,Manual,6,Denmark,Vodskov,14716.0
Citroen,C5 Aircross,1.6,2021,56000,167.0,Hybrid,Suv,White,Automatic,6,Denmark,Vodskov,31470.0
Kia,Carens,1.6,2016,134000,100.0,Petrol,Mpv,,Manual,6,Denmark,Hadsund,16056.0
Mini,Cooper,1.6,2014,136000,90.0,Petrol,Convertible,,Manual,6,Denmark,Bredebro,22718.0
Audi,Q2,1.4 tfsi,2018,78000,111.0,Petrol,Crossover,White,Manual,6,Denmark,Tørring,28133.0
Audi,Q2,1.0 tfsi,2018,62000,86.0,Petrol,Crossover,White,Manual,6,Denmark,Fredericia,24125.0
Peugeot,2008,1.5 bluehdi,2019,56000,74.0,Diesel,Crossover,Gray,Manual,6,Denmark,Aalborg,20761.0
Tesla,Model S,electro,2020,85000,141.0,Electric,Sedan,Black,Automatic,6,Denmark,Varde,60300.0
Peugeot,5008,1.5 bluehdi,2018,84000,96.0,Diesel,Mpv,Gray,Manual,6,Denmark,Aalborg,30143.0
Opel,Meriva,1.4,2015,164000,74.0,Petrol,Mpv,Beige,Manual,6,Denmark,Holsted,10709.0
Renault,Captur,0.9 tce,2013,136000,67.0,Petrol,Mini,Black,Manual,5,Denmark,Horsens,11379.0
Toyota,Aygo,1.0,2018,68000,51.0,Petrol,Mini,Red,Manual,6,Denmark,Aalborg,11647.0
Peugeot,2008,1.2 puretech,2021,43000,96.0,Petrol,Crossover,Red,Automatic,6,Denmark,Aalborg,31483.0
Volvo,V50,1.6 d,2008,372000,81.0,Diesel,Wagon,,Manual,4,Denmark,Køge,3605.0
Hyundai,I20,1.4,2016,98000,74.0,Petrol,Hatchback,,Automatic,6,Denmark,Ishøj,14596.0
Audi,A6,2.7 tdi,2009,360000,141.0,Diesel,Sedan,,Automatic,5,Denmark,Solrød Strand,11392.0
Ford,Kuga,2.5 turbo,2023,16000,167.0,Petrol,Suv,White,Automatic,6,Denmark,Hundested,44203.0
Volkswagen,Touran,1.2 tsi,2017,141000,82.0,Petrol,Mpv,,Manual,6,Denmark,Kolding,22771.0
Ford,Kuga,2.5 turbo,2023,11000,167.0,Petrol,Suv,Red,Automatic,6,Denmark,Hundested,44203.0
Volvo,Xc90,2.0 t8 twin-engine,2019,144000,175.0,Diesel,Suv,Gray,Automatic,6,Denmark,Tørring,81745.0
Hyundai,I10,1.0,2016,92000,49.0,Petrol,Mini,,Manual,6,Denmark,Ishøj,9100.0
Volkswagen,Touran,1.5 tsi,2020,71000,111.0,Petrol,Mpv,Black,Automatic,6,Denmark,Bredsten,37528.0
Peugeot,Expert,2.0,2020,58000,90.0,Diesel,Van,Gray,Automatic,6,Denmark,Aalborg,24112.0
Peugeot,Expert,2.0,2020,21000,90.0,Diesel,Van,Gray,Automatic,6,Denmark,Aalborg,29473.0
Citroen,C3,1.2 puretech,2019,68000,74.0,Diesel,Hatchback,Green,Manual,6,Denmark,Give,15949.0
Mercedes Benz,E-Class,250,2022,61000,111.0,Diesel,Coupe,White,Manual,6,Denmark,Fredericia,49591.0
Fiat,Ducato,2.3 jtd,2015,238000,111.0,Diesel,Van,White,Manual,6,Denmark,Horsens,20091.0
Alfa Romeo,Mito,1.3,2011,200000,63.0,Diesel,Hatchback,Yellow,Manual,5,Denmark,Kastrup,5361.0
Volkswagen,Polo,2.0,2018,111000,149.0,Petrol,Hatchback,Red,Automatic,6,Denmark,Gadstrup,32837.0
Opel,Grandland X,1.5,2022,91000,96.0,Diesel,Suv,Black,Automatic,6,Denmark,Aalborg,40195.0
Bmw,3 Series,330xi,2006,256000,192.0,Petrol,Sedan,,Automatic,4,Denmark,Næstved,16941.0
Bmw,3 Series,325ci,2004,198000,143.0,Petrol,Convertible,,Automatic,3,Denmark,Ringkøbing,20768.0
Citroen,C4 Cactus,1.2,2018,91000,96.0,Petrol,Hatchback,,Manual,6,Denmark,Kolding,16740.0
Nissan,Leaf,tekna,2020,18000,111.0,Electric,Hatchback,,Automatic,6,Denmark,Kolding,20761.0
Opel,Grandland X,1.2,2018,101000,96.0,Petrol,Suv,,Automatic,6,Denmark,Kolding,23710.0
Mercedes Benz,E-Class,250,2017,102000,137.0,Petrol,Coupe,White,Automatic,6,Denmark,Fredericia,49591.0
Toyota,Auris,1.6 vvt-i,2017,184000,83.0,Petrol,Hatchback,,Manual,6,Denmark,Hadsund,14716.0
Ford,C-Max,1.0,2018,134000,93.0,Petrol,Mpv,,Manual,6,Denmark,Bagsværd,15948.0
Opel,Mokka,1.2,2022,10000,74.0,Petrol,Crossover,White,Manual,6,Denmark,Aalborg,26792.0
Mazda,3,2.0 skyactiv,2013,143000,89.0,Petrol,Hatchback,Black,Manual,5,Denmark,Holsted,12719.0
Fiat,500,0.9 twinair,2016,85000,59.0,Petrol,Mini,Gray,Manual,6,Denmark,Odense,10052.0
Tesla,Model 3,0.0 long performance range standard,2020,91000,366.0,Electric,Sedan,White,Automatic,6,Denmark,Sulsted,32154.0
Mercedes Benz,C-Class,200 d,2017,125000,182.0,Petrol,Coupe,White,Automatic,6,Denmark,Fredericia,44230.0
Hyundai,Bayon,1.2 mpi,2023,3000,62.0,Petrol,Suv,Black,Manual,6,Denmark,Frederikssund,28130.0
Volkswagen,Touran,2.0 tsi,2018,176000,111.0,Diesel,Mpv,White,Automatic,6,Denmark,Fredericia,29486.0
Hyundai,I10,1.0,2015,150000,49.0,Petrol,Mini,,Manual,6,Denmark,Ishøj,7626.0
Volkswagen,Touran,1.6 tdi,2017,81000,85.0,Diesel,Mpv,White,Manual,6,Denmark,Varde,29473.0
Volkswagen,Polo,1.6 tdi,2019,126000,70.0,Diesel,Hatchback,,Manual,6,Denmark,Hasselager,21431.0
Suzuki,Splash,1.2,2011,55000,70.0,Petrol,Hatchback,Blue,Automatic,5,Denmark,Vodskov,8698.0
Renault,Arkana,1.3,2022,13070,104.0,Petrol,Crossover,White,Automatic,6,Denmark,Aalborg,36175.0
Nissan,Qashqai,1.6,2016,167000,96.0,Diesel,Crossover,,Automatic,6,Denmark,Ishøj,18750.0
Opel,Grandland X,1.2,2019,67000,96.0,Petrol,Suv,,Manual,6,Denmark,Kolding,24782.0
Peugeot,3008,1.6 puretech,2018,59000,96.0,Diesel,Crossover,Black,Automatic,6,Denmark,Give,33373.0
Nissan,Leaf,n-connecta,2018,95000,111.0,Electric,Hatchback,Black,Automatic,6,Denmark,Ballerup,18080.0
Peugeot,2008,1.2 puretech,2022,18000,96.0,Petrol,Crossover,Gray,Manual,6,Denmark,Give,33494.0
Suzuki,S-Cross,1.6,2014,185000,89.0,Petrol,Crossover,Black,Manual,6,Denmark,Holsted,11781.0
Suzuki,S-Cross,1.6,2014,164000,89.0,Petrol,Crossover,Brown,Manual,6,Denmark,Holsted,12049.0
Audi,A3,1.4 tfsi,2013,43000,93.0,Petrol,Convertible,,Automatic,5,Denmark,Holmegaard,21431.0
Opel,Mokka,1.4,2017,58000,104.0,Petrol,Crossover,,Automatic,6,Denmark,Birkerød,22771.0
Ford,S-Max,2.0 tdci,2014,200000,104.0,Diesel,Mpv,Black,Automatic,6,Denmark,Vodskov,14730.0
Nissan,Leaf,tekna,2018,116000,111.0,Electric,Hatchback,,Automatic,6,Denmark,Hammel,16016.0
Peugeot,2008,1.2 puretech,2023,7000,96.0,Petrol,Crossover,Black,Automatic,6,Denmark,Give,34834.0
Mercedes Benz,C-Class,220 cdi,2011,487000,126.0,Diesel,Coupe,,Automatic,5,Denmark,Bredebro,13336.0
Audi,A4,2.4,2002,164000,170.0,Petrol,Convertible,,Manual,3,Denmark,Varde,13389.0
Peugeot,3008,1.5 bluehdi,2022,18000,167.0,Hybrid,Crossover,Gray,Automatic,6,Denmark,Give,38185.0
Honda,Cr-V,1.6 i-dtec,2015,179000,89.0,Diesel,Suv,,Manual,6,Denmark,Bramming,20077.0
Fiat,500c,1.2,2014,75000,51.0,Petrol,Convertible,,Automatic,6,Denmark,Bramming,11365.0
Dacia,Logan,1.5 dci,2017,182000,67.0,Diesel,Sedan,,Manual,6,Denmark,Hadsund,10695.0
Mercedes Benz,Eqb,250,2022,13000,141.0,Electric,Suv,Gray,Automatic,6,Denmark,Lunderskov,44887.0
Peugeot,5008,2.0 hdi,2010,235000,121.0,Diesel,Mpv,Silver,Automatic,5,Denmark,Køge,8711.0
Bmw,3 Series,325d,2008,286000,146.0,Diesel,Sedan,Black,Automatic,4,Denmark,Vejen,12022.0
Ford,C-Max,1.6 tdci,2012,268000,70.0,Diesel,Mpv,Black,Manual,5,Denmark,Holsted,8028.0
Opel,Crossland X,1.2,2018,7000,82.0,Petrol,Suv,White,Automatic,6,Denmark,Aalborg,24782.0
Volkswagen,Tiguan,2.0 tsi 4motion,2018,131000,134.0,Petrol,Crossover,Gray,Automatic,6,Denmark,Vodskov,37501.0
Volkswagen,Tiguan,1.5 tsi,2018,128000,111.0,Petrol,Crossover,Red,Automatic,6,Denmark,Vojens,38855.0
Dacia,Lodgy,1.5 dci,2016,197000,67.0,Diesel,Mpv,,Manual,6,Denmark,Hadsund,9355.0
Ford,S-Max,2.0 ecoblue,2020,150000,141.0,Diesel,Mpv,Black,Automatic,6,Denmark,Varde,38987.0
Nissan,Micra,1.2,2015,187000,59.0,Petrol,Mini,White,Manual,6,Denmark,Holsted,6018.0
Citroen,C4 Picasso,1.6 e-hdi,2013,250000,85.0,Diesel,Mpv,Silver,Manual,5,Denmark,Vodskov,7358.0
Nissan,Qashqai,1.6,2016,128000,96.0,Diesel,Crossover,,Automatic,6,Denmark,Bredebro,21377.0
Peugeot,2008,1.5 bluehdi,2020,88000,96.0,Diesel,Crossover,Black,Automatic,6,Denmark,Aalborg,28133.0
Peugeot,2008,1.5 bluehdi,2020,78000,96.0,Diesel,Crossover,White,Automatic,6,Denmark,Aalborg,29473.0
Renault,Captur,0.9 tce,2016,117000,67.0,Diesel,Suv,Gray,Automatic,6,Denmark,Vodskov,13389.0
Renault,Captur,0.9 tce,2017,51000,67.0,Petrol,Suv,White,Manual,6,Denmark,Vodskov,16472.0
Volkswagen,Polo,1.2 tsi,2014,167000,67.0,Petrol,Hatchback,,Manual,6,Denmark,Toftlund,11647.0
Hyundai,I40,1.7 crdi,2017,142000,85.0,Diesel,Wagon,,Manual,6,Denmark,Køge,16083.0
Volkswagen,Polo,1.4 tdi,2015,179000,55.0,Diesel,Hatchback,,Manual,6,Denmark,Toftlund,11647.0
Fiat,500c,1.2,2020,40700,51.0,Petrol,Convertible,White,Manual,6,Denmark,Broby,18750.0
Hyundai,I10,1.0,2017,67000,49.0,Petrol,Mini,,Manual,6,Denmark,Ishøj,11365.0
Nissan,Juke,1.0 dig-t,2019,28000,87.0,Petrol,Crossover,,Manual,6,Denmark,Skanderborg,22088.0
Volkswagen,Up!,1.0,2013,191000,44.0,Petrol,Mini,Silver,Manual,5,Denmark,Vodskov,7090.0
Toyota,Auris,1.6 vvt-i,2013,157000,92.0,Diesel,Hatchback,Silver,Manual,5,Denmark,Vodskov,12049.0
Seat,Arona,1.0 tsi,2019,51000,85.0,Petrol,Crossover,,Manual,6,Denmark,Kolding,22771.0
Citroen,C3,1.2 puretech,2013,116000,52.0,Diesel,Hatchback,Black,Automatic,5,Denmark,Vejen,8671.0
Volvo,Xc40,1.5 t5 twin engine,2022,17092,304.0,Hybrid,Crossover,Black,Automatic,6,Denmark,Aalborg,58290.0
Audi,A6,4.0 tfsi quattro,2016,125000,243.0,Diesel,Sedan,,Automatic,6,Denmark,Hasselager,80351.0
Citroen,C4 Picasso,1.6 bluehdi,2016,157000,89.0,Diesel,Mpv,,Automatic,6,Denmark,Køge,14596.0
Audi,Q5,2.0 hybrid,2021,89000,220.0,Hybrid,Suv,Black,Automatic,6,Denmark,Brøndby,62981.0
Renault,Captur,1.2 tce,2015,77000,67.0,Petrol,Suv,Orange,Manual,6,Denmark,Vodskov,12049.0
Opel,Crossland X,1.2,2018,60000,82.0,Petrol,Suv,Black,Automatic,6,Denmark,Løgumkloster,21431.0
Mitsubishi,Space Star,1.2,2015,178000,59.0,Petrol,Mpv,Black,Manual,6,Denmark,Holsted,6018.0
Mitsubishi,Space Star,1.2,2015,134000,59.0,Petrol,Mpv,,Automatic,6,Denmark,Køge,10038.0
Volkswagen,Sharan,2.0 tdi,2012,212000,126.0,Diesel,Van,,Automatic,5,Denmark,Skibby,23589.0
Citroen,C3,1.2 puretech,2018,68000,61.0,Petrol,Hatchback,,Manual,6,Denmark,Ishøj,13389.0
Volvo,V60,2.0 t6,2023,26641,260.0,Hybrid,Wagon,,Automatic,6,Denmark,Aalborg,65661.0
Ford,S-Max,2.0 tdci,2016,167000,178.0,Petrol,Mpv,Black,Automatic,6,Denmark,Vodskov,25452.0
Volvo,Xc60,2.0,2019,92000,228.0,Petrol,Crossover,White,Automatic,6,Denmark,Brøndby,64321.0
Hyundai,I10,1.0,2024,4000,49.0,Petrol,Mini,,Automatic,6,Denmark,Søborg,23442.0
Hyundai,I10,1.0,2024,3000,49.0,Petrol,Mini,,Manual,6,Denmark,Søborg,21444.0
Hyundai,I10,1.0,2024,3000,49.0,Petrol,Mini,,Manual,6,Denmark,Søborg,21176.0
Peugeot,3008,1.5 bluehdi,2023,22000,96.0,Diesel,Crossover,White,Automatic,6,Denmark,Aalborg,46897.0
Nissan,Qashqai,1.2,2017,107000,85.0,Petrol,Crossover,,Automatic,6,Denmark,Frederikssund,24098.0
Opel,Movano,2.3,2018,81000,108.0,Diesel,Van,White,Manual,6,Denmark,Horsens,26779.0
Nissan,Leaf,tekna,2022,20000,109.0,Electric,Hatchback,,Automatic,6,Denmark,Taastrup,20103.0
Bmw,5 Series,525d,2006,310000,131.0,Petrol,Sedan,Black,Manual,4,Denmark,Vodskov,7358.0
Mini,Cooper,1.5,2021,32000,100.0,Petrol,Convertible,Beige,Automatic,6,Denmark,Brøndby,44887.0
Volkswagen,Passat,1.4 tsi,2008,201000,90.0,Petrol,Sedan,,Manual,4,Denmark,Køge,6554.0
Peugeot,2008,1.2 vti,2016,137000,61.0,Petrol,Crossover,,Manual,6,Denmark,Bagsværd,10989.0
Peugeot,208,1.2 puretech,2019,72000,61.0,Petrol,Wagon,,Manual,6,Denmark,Kolding,14059.0
Audi,Q3,1.4,2022,31000,180.0,Petrol,Crossover,Black,Automatic,6,Denmark,Brøndby,42206.0
Ford,Kuga,1.5,2017,62318,89.0,Diesel,Suv,Brown,Automatic,6,France,Dieppe,20490.0
Jeep,Cherokee,4.0 limited,2017,83500,149.0,Diesel,Suv,Black,Automatic,6,France,Gaillard,23399.0
Volkswagen,T-Cross,1.0 tsi,2019,37916,115.0,Petrol,Crossover,Gray,Automatic,6,France,Albi,19990.0
Renault,Kadjar,1.6 tce,2017,100,121.0,Petrol,Suv,Black,Manual,6,France,Tours,17900.0
Renault,Kadjar,1.7 dci,2019,69406,111.0,Diesel,Suv,Gray,Manual,6,France,Rivery,18990.0
Seat,Ateca,1.5 tsi,2022,41446,111.0,Petrol,Suv,Gray,Automatic,6,France,Seynod,29490.0
Porsche,Macan,2.9 turbo,2019,50674,328.0,Petrol,Suv,Black,Automatic,6,France,Saint-Quentin,103900.0
Nissan,Qashqai,1.3,2022,19985,117.0,Petrol,Crossover,Gray,Automatic,6,France,Saint-Quentin,32900.0
Seat,Leon,1.8,2021,18855,150.0,Petrol,Hatchback,Gray,Automatic,6,France,Saran,25980.0
Land Rover,Range Rover,4.4 sdv8,2017,117978,252.0,Diesel,Suv,Black,Automatic,6,France,Mérignac,50990.0
Nissan,Qashqai,1.2,2018,53867,115.0,Petrol,Crossover,Red,Manual,6,France,Mantes La Ville,16650.0
Porsche,Panamera,4.8 s,2014,136898,248.0,Hybrid,Sedan,Black,Automatic,6,France,Chambray Les Tours,39990.0
Seat,Arona,1.0 tsi,2019,61595,85.0,Petrol,Crossover,Orange,Automatic,6,France,Serignan-du-Comtat,17499.0
Chevrolet,Corvette,6.2,2016,26153,491.0,Petrol,Convertible,White,Automatic,6,France,Paris,109900.0
Porsche,Macan,2.9 turbo,2019,40223,328.0,Petrol,Suv,Gray,Automatic,6,France,Nîmes,83999.0
Lexus,Rx,450h,2019,71335,263.0,Hybrid,Suv,White,Automatic,6,France,Saint-Avertin,43499.0
Mercedes Benz,A-Class,180d,2021,52831,86.0,Diesel,Sedan,Black,Automatic,6,France,Puilboreau,28890.0
Volkswagen,Touran,1.5,2020,126078,111.0,Diesel,Mpv,Blue,Automatic,6,France,Chambray Les Tours,19990.0
Audi,Sq7,4.0 tdi,2018,107844,324.0,Diesel,Suv,Black,Automatic,6,France,Liévin,59990.0
Jeep,Cherokee,4.0 limited,2017,83500,149.0,Diesel,Suv,Black,Automatic,6,France,Gaillard,23399.0
Seat,Ateca,1.5 tsi,2022,41446,111.0,Petrol,Suv,Gray,Automatic,6,France,Seynod,29490.0
Ford,Fiesta,1.0 ecoboost,2016,45800,100.0,Petrol,Sedan,Black,Automatic,6,France,Montélimar,13400.0
Seat,Leon,1.8,2021,18855,150.0,Petrol,Hatchback,Gray,Automatic,6,France,Saran,25980.0
Škoda,Octavia,2.0 tdi,2018,115932,111.0,Diesel,Wagon,Gray,Automatic,6,France,Gaillard,15890.0
Porsche,Macan,2.9 turbo,2019,50674,328.0,Petrol,Suv,Black,Automatic,6,France,Saint-Quentin,103900.0
Opel,Mokka,1.2,2021,25503,97.0,Petrol,Crossover,Beige,Manual,6,France,Dieppe,22490.0
Land Rover,Range Rover,4.4 sdv8,2017,117978,252.0,Diesel,Suv,Black,Automatic,6,France,Mérignac,50990.0
Hyundai,Tucson,1.7 crdi,2018,472,85.0,Diesel,Suv,Black,Manual,6,France,Tours,16990.0
Audi,Q7,3.0 tfsi,2021,44900,253.0,Hybrid,Suv,Gray,Automatic,6,France,Le Blanc,81990.0
Lexus,Rx,450h,2022,809,195.0,Hybrid,Suv,White,Automatic,6,France,Le Blanc,64990.0
Lexus,Rx,450h,2022,805,195.0,Hybrid,Suv,White,Automatic,6,France,Le Blanc,64990.0
Lexus,Rx,450h,2017,781,196.0,Hybrid,Suv,White,Automatic,6,France,Le Blanc,42490.0
Lexus,Rx,450h,2022,38,195.0,Hybrid,Suv,Gray,Automatic,6,France,Tours,62990.0
Bmw,X4,xdrive30d,2023,0,213.0,Diesel,Suv,Gray,Automatic,6,France,Tours,79490.0
Hyundai,Tucson,1.6 crdi,2020,119,101.0,Diesel,Suv,Gray,Automatic,6,France,Tours,22990.0
Lexus,Rx,450h,2023,887,137.0,Hybrid,Suv,Gray,Automatic,6,France,Tours,82490.0
Lexus,Rx,450h,2022,39,195.0,Hybrid,Suv,Gray,Automatic,6,France,Tours,62990.0
Lexus,Rx,450h,2023,879,137.0,Hybrid,Suv,White,Automatic,6,France,Le Blanc,84890.0
Lexus,Nx,300h,2018,72625,115.0,Hybrid,Suv,White,Automatic,6,France,Chambourcy,28990.0
Land Rover,Range Rover Sport,3.0 sdv6,2015,129873,228.0,Diesel,Suv,Black,Automatic,6,France,Paris,35499.0
Land Rover,Range Rover Sport,3.0 sdv6,2015,102775,228.0,Diesel,Suv,Black,Automatic,6,France,Paris,41900.0
Lexus,Rx,450h,2021,50200,195.0,Hybrid,Suv,White,Automatic,6,France,Champagne-au-Mont-d'Or,52990.0
Bmw,X4,xdrive30d,2023,0,213.0,Diesel,Suv,Gray,Automatic,6,France,Tours,79490.0
Lexus,Nx,f,2024,974,141.0,Hybrid,Suv,White,Automatic,6,France,Le Blanc,76990.0
Lexus,Rx,450h,2016,58987,196.0,Hybrid,Suv,Blue,Automatic,6,France,Champagne-au-Mont-d'Or,36990.0
Mercedes Benz,Glc-Class,250 4matic,2017,113104,152.0,Diesel,Suv,Black,Automatic,6,France,Gagny,29990.0
Bmw,X3,xdrive20d,2022,490,141.0,Diesel,Suv,White,Automatic,6,France,Le Blanc,51990.0
Lexus,Rx,450h,2019,61250,196.0,Hybrid,Suv,Gray,Automatic,6,France,Chambourcy,40499.0
Lexus,Nx,450h+,2023,61,141.0,Hybrid,Suv,Gray,Automatic,6,France,Tours,65990.0
Bmw,X4,xdrive30d,2019,100,197.0,Diesel,Suv,White,Automatic,6,France,Le Blanc,47990.0
Bmw,X4,xdrive20d,2018,181,141.0,Diesel,Suv,White,Automatic,6,France,Le Blanc,33490.0
Land Rover,Range Rover Sport,3.0 sdv6,2015,102775,228.0,Diesel,Suv,Black,Automatic,6,France,Paris,41900.0
Bmw,X4,xdrive20d,2020,631,141.0,Diesel,Suv,White,Automatic,6,France,Le Blanc,44990.0
Citroen,Spacetourer,1.6,2019,427,97.0,Diesel,Van,Gray,Automatic,6,France,Tours,20990.0
Mercedes Benz,Sl-Class,6.0 400 sl,2017,28742,367.0,Petrol,Convertible,Black,Automatic,6,France,Tours,68895.0
Lexus,Rx,450h,2019,69734,196.0,Hybrid,Suv,Black,Automatic,6,France,Vénissieux,43499.0
Lexus,Rx,450h,2017,781,196.0,Hybrid,Suv,White,Automatic,6,France,Le Blanc,42490.0
Ford,Ecosport,1.0 ecoboost,2020,32992,93.0,Petrol,Suv,Gray,Manual,6,France,Tours,15999.0
Audi,Q2,2.0 tdi,2017,920,141.0,Diesel,Crossover,Black,Automatic,6,France,Tours,23490.0
Citroen,Spacetourer,1.6,2019,926,97.0,Diesel,Van,White,Manual,6,France,Le Blanc,17990.0
Lexus,Rx,450h,2022,38,195.0,Hybrid,Suv,Gray,Automatic,6,France,Tours,62990.0
Lexus,Rx,450h,2023,887,137.0,Hybrid,Suv,Gray,Automatic,6,France,Tours,82490.0
Lexus,Rx,450h,2022,39,195.0,Hybrid,Suv,Gray,Automatic,6,France,Tours,62990.0
Lexus,Nx,f,2024,974,141.0,Hybrid,Suv,White,Automatic,6,France,Le Blanc,76990.0
Lexus,Nx,450h+,2023,61,141.0,Hybrid,Suv,Gray,Automatic,6,France,Tours,65990.0
Lexus,Rx,450h,2019,67805,196.0,Hybrid,Suv,Gray,Automatic,6,France,Vénissieux,38999.0
